Order_ID,Date,Racer_ID,Branch_ID,Product_ID,Quantity
ORD04080,2022-02-18 02:40:28,194167,4346,12869,2
ORD04081,2023-02-21 18:51:50,6292783,2149,28711,3
ORD04081,2023-02-21 18:51:50,6292783,2149,63351,1
ORD04081,2023-02-21 18:51:50,6292783,2149,60015,6
ORD04081,2023-02-21 18:51:50,6292783,2149,60015,3
ORD04081,2023-02-21 18:51:50,6292783,2149,65680,4
ORD04081,2023-02-21 18:51:50,6292783,2149,13748,6
ORD04082,2019-09-21 14:44:28,194364,7859,50764,6
ORD04082,2019-09-21 14:44:28,194364,7859,43159,1
ORD04082,2019-09-21 14:44:28,194364,7859,99789,7
ORD04082,2019-09-21 14:44:28,194364,7859,26371,10
ORD04082,2019-09-21 14:44:28,194364,7859,44766,8
ORD04082,2019-09-21 14:44:28,194364,7859,16655,8
ORD04083,2021-12-02 00:02:39,561255,2149,75733,7
ORD04083,2021-12-02 00:02:39,561255,2149,16776,9
ORD04083,2021-12-02 00:02:39,561255,2149,90038,8
ORD04083,2021-12-02 00:02:39,561255,2149,64045,6
ORD04083,2021-12-02 00:02:39,561255,2149,58984,7
ORD04084,2022-04-26 03:40:44,104531,7859,54262,7
ORD04084,2022-04-26 03:40:44,104531,7859,19692,7
ORD04084,2022-04-26 03:40:44,104531,7859,12693,7
ORD04084,2022-04-26 03:40:44,104531,7859,70713,8
ORD04084,2022-04-26 03:40:44,104531,7859,93763,5
ORD04085,2019-12-24 11:04:51,6531444,7859,36736,8
ORD04085,2019-12-24 11:04:51,6531444,7859,54131,3
ORD04085,2019-12-24 11:04:51,6531444,7859,52107,1
ORD04085,2019-12-24 11:04:51,6531444,7859,16776,10
ORD04085,2019-12-24 11:04:51,6531444,7859,88069,4
ORD04086,2021-03-18 09:03:22,934643,2149,42606,5
ORD04086,2021-03-18 09:03:22,934643,2149,28711,8
ORD04086,2021-03-18 09:03:22,934643,2149,58984,8
ORD04086,2021-03-18 09:03:22,934643,2149,90356,2
ORD04087,2023-08-28 11:55:41,6531444,2149,12693,3
ORD04087,2023-08-28 11:55:41,6531444,2149,93104,4
ORD04087,2023-08-28 11:55:41,6531444,2149,76235,9
ORD04087,2023-08-28 11:55:41,6531444,2149,16102,10
ORD04087,2023-08-28 11:55:41,6531444,2149,93763,4
ORD04088,2019-06-27 04:43:32,6293831,4950,36309,5
ORD04088,2019-06-27 04:43:32,6293831,4950,12695,3
ORD04088,2019-06-27 04:43:32,6293831,4950,12693,7
ORD04088,2019-06-27 04:43:32,6293831,4950,35658,1
ORD04088,2019-06-27 04:43:32,6293831,4950,82082,5
ORD04089,2023-01-16 17:51:00,6190179,2149,75318,1
ORD04089,2023-01-16 17:51:00,6190179,2149,69735,10
ORD04090,2020-02-01 14:54:52,512228,2149,88069,6
ORD04090,2020-02-01 14:54:52,512228,2149,93104,1
ORD04090,2020-02-01 14:54:52,512228,2149,54262,6
ORD04090,2020-02-01 14:54:52,512228,2149,13748,3
ORD04091,2021-10-21 09:06:47,6532084,7859,99912,1
ORD04091,2021-10-21 09:06:47,6532084,7859,76557,3
ORD04091,2021-10-21 09:06:47,6532084,7859,12693,3
ORD04092,2022-04-28 04:51:37,54609,7859,82082,4
ORD04092,2022-04-28 04:51:37,54609,7859,12200,1
ORD04093,2020-04-01 09:15:20,54628,2149,19692,4
ORD04094,2016-05-06 15:11:19,422278,4950,58984,6
ORD04094,2016-05-06 15:11:19,422278,4950,76557,9
ORD04094,2016-05-06 15:11:19,422278,4950,29830,4
ORD04094,2016-05-06 15:11:19,422278,4950,16655,6
ORD04095,2018-04-09 05:11:38,54481,4950,13748,7
ORD04095,2018-04-09 05:11:38,54481,4950,62921,8
ORD04096,2019-11-28 17:25:52,104708,2149,36309,6
ORD04096,2019-11-28 17:25:52,104708,2149,12869,6
ORD04097,2019-06-14 16:49:49,6532123,4950,50764,5
ORD04097,2019-06-14 16:49:49,6532123,4950,60993,1
ORD04097,2019-06-14 16:49:49,6532123,4950,16102,10
ORD04097,2019-06-14 16:49:49,6532123,4950,20729,10
ORD04097,2019-06-14 16:49:49,6532123,4950,69735,8
ORD04097,2019-06-14 16:49:49,6532123,4950,22688,9
ORD04098,2019-11-23 12:37:47,151238,2149,26371,1
ORD04098,2019-11-23 12:37:47,151238,2149,75733,1
ORD04098,2019-11-23 12:37:47,151238,2149,80313,2
ORD04099,2022-11-09 14:10:35,561255,4346,99789,5
ORD04099,2022-11-09 14:10:35,561255,4346,64045,10
ORD04100,2022-04-28 15:58:14,54005,4346,90356,2
ORD04100,2022-04-28 15:58:14,54005,4346,36736,9
ORD04100,2022-04-28 15:58:14,54005,4346,45920,1
ORD04101,2019-06-20 16:17:32,6530319,4346,82082,4
ORD04101,2019-06-20 16:17:32,6530319,4346,33483,7
ORD04101,2019-06-20 16:17:32,6530319,4346,80313,7
ORD04102,2015-12-31 04:10:35,51215,4950,29830,8
ORD04102,2015-12-31 04:10:35,51215,4950,76803,10
ORD04102,2015-12-31 04:10:35,51215,4950,82082,2
ORD04102,2015-12-31 04:10:35,51215,4950,88069,6
ORD04102,2015-12-31 04:10:35,51215,4950,13561,5
ORD04103,2019-08-01 13:09:30,6532084,4346,19692,6
ORD04103,2019-08-01 13:09:30,6532084,4346,44766,7
ORD04103,2019-08-01 13:09:30,6532084,4346,33483,3
ORD04104,2016-09-03 03:54:52,422278,7859,16102,6
ORD04104,2016-09-03 03:54:52,422278,7859,60015,5
ORD04104,2016-09-03 03:54:52,422278,7859,75318,3
ORD04105,2021-01-11 05:31:39,291459,4950,90356,6
ORD04105,2021-01-11 05:31:39,291459,4950,97054,3
ORD04105,2021-01-11 05:31:39,291459,4950,60015,5
ORD04106,2019-07-29 08:17:12,104468,4346,22688,9
ORD04106,2019-07-29 08:17:12,104468,4346,99912,10
ORD04106,2019-07-29 08:17:12,104468,4346,69150,9
ORD04106,2019-07-29 08:17:12,104468,4346,93104,5
ORD04106,2019-07-29 08:17:12,104468,4346,54262,3
ORD04106,2019-07-29 08:17:12,104468,4346,58925,4
ORD04107,2020-07-04 15:01:48,203096,4950,32399,2
ORD04107,2020-07-04 15:01:48,203096,4950,13748,6
ORD04107,2020-07-04 15:01:48,203096,4950,29830,7
ORD04107,2020-07-04 15:01:48,203096,4950,93763,4
ORD04108,2015-09-26 10:43:18,934643,4950,70713,8
ORD04108,2015-09-26 10:43:18,934643,4950,32399,7
ORD04108,2015-09-26 10:43:18,934643,4950,65680,10
ORD04108,2015-09-26 10:43:18,934643,4950,99789,5
ORD04108,2015-09-26 10:43:18,934643,4950,45222,9
ORD04108,2015-09-26 10:43:18,934643,4950,46212,10
ORD04109,2017-06-12 02:29:08,930024,7859,18110,8
ORD04110,2020-12-02 03:25:18,53975,4950,29830,5
ORD04110,2020-12-02 03:25:18,53975,4950,69735,9
ORD04110,2020-12-02 03:25:18,53975,4950,12695,5
ORD04110,2020-12-02 03:25:18,53975,4950,82082,8
ORD04111,2020-11-03 10:35:05,6531444,4346,97054,7
ORD04111,2020-11-03 10:35:05,6531444,4346,70713,8
ORD04112,2018-12-27 11:14:54,512471,4950,97054,6
ORD04113,2017-12-16 14:46:26,6531444,4346,20729,5
ORD04113,2017-12-16 14:46:26,6531444,4346,19692,7
ORD04113,2017-12-16 14:46:26,6531444,4346,18571,10
ORD04113,2017-12-16 14:46:26,6531444,4346,58925,5
ORD04113,2017-12-16 14:46:26,6531444,4346,90038,1
ORD04113,2017-12-16 14:46:26,6531444,4346,76803,2
ORD04114,2023-02-02 17:44:42,202762,4346,80313,8
ORD04114,2023-02-02 17:44:42,202762,4346,39299,5
ORD04114,2023-02-02 17:44:42,202762,4346,48467,10
ORD04114,2023-02-02 17:44:42,202762,4346,20965,5
ORD04115,2016-08-29 10:57:31,202926,7859,69150,10
ORD04115,2016-08-29 10:57:31,202926,7859,76235,7
ORD04115,2016-08-29 10:57:31,202926,7859,90356,2
ORD04115,2016-08-29 10:57:31,202926,7859,76803,1
ORD04116,2016-06-29 14:12:16,104272,7859,88069,9
ORD04117,2019-06-09 06:16:38,501987,4346,35658,1
ORD04117,2019-06-09 06:16:38,501987,4346,86820,1
ORD04117,2019-06-09 06:16:38,501987,4346,32299,3
ORD04117,2019-06-09 06:16:38,501987,4346,88069,8
ORD04118,2017-02-22 01:09:04,104468,7859,16102,1
ORD04118,2017-02-22 01:09:04,104468,7859,45222,1
ORD04118,2017-02-22 01:09:04,104468,7859,26371,9
ORD04118,2017-02-22 01:09:04,104468,7859,44766,7
ORD04119,2019-02-19 03:01:55,104537,7859,58925,9
ORD04119,2019-02-19 03:01:55,104537,7859,75733,5
ORD04119,2019-02-19 03:01:55,104537,7859,76235,4
ORD04119,2019-02-19 03:01:55,104537,7859,70713,3
ORD04119,2019-02-19 03:01:55,104537,7859,90038,2
ORD04120,2022-04-15 12:37:55,6293445,7859,80313,7
ORD04120,2022-04-15 12:37:55,6293445,7859,16102,2
ORD04120,2022-04-15 12:37:55,6293445,7859,46212,6
ORD04120,2022-04-15 12:37:55,6293445,7859,65680,10
ORD04120,2022-04-15 12:37:55,6293445,7859,29830,2
ORD04121,2022-09-14 08:07:24,6532123,4346,76803,10
ORD04121,2022-09-14 08:07:24,6532123,4346,90038,8
ORD04121,2022-09-14 08:07:24,6532123,4346,65766,9
ORD04121,2022-09-14 08:07:24,6532123,4346,28711,7
ORD04122,2018-12-20 03:00:48,54445,7859,16776,1
ORD04122,2018-12-20 03:00:48,54445,7859,88069,3
ORD04122,2018-12-20 03:00:48,54445,7859,33483,2
ORD04122,2018-12-20 03:00:48,54445,7859,93104,4
ORD04122,2018-12-20 03:00:48,54445,7859,28711,2
ORD04123,2018-11-29 19:20:16,51215,2149,76557,2
ORD04123,2018-11-29 19:20:16,51215,2149,76235,5
ORD04123,2018-11-29 19:20:16,51215,2149,29830,5
ORD04123,2018-11-29 19:20:16,51215,2149,14499,10
ORD04123,2018-11-29 19:20:16,51215,2149,12695,9
ORD04124,2021-08-23 09:34:23,202762,4346,65680,1
ORD04124,2021-08-23 09:34:23,202762,4346,99789,10
ORD04125,2018-04-26 22:15:59,511852,4346,48467,8
ORD04126,2019-08-27 06:51:39,501987,7859,54064,2
ORD04126,2019-08-27 06:51:39,501987,7859,83969,6
ORD04126,2019-08-27 06:51:39,501987,7859,46212,3
ORD04126,2019-08-27 06:51:39,501987,7859,99912,5
ORD04127,2018-06-19 12:27:50,54005,4950,20729,10
ORD04128,2016-11-14 03:41:56,512038,7859,46212,1
ORD04128,2016-11-14 03:41:56,512038,7859,62921,3
ORD04128,2016-11-14 03:41:56,512038,7859,52107,9
ORD04129,2021-03-08 03:30:40,194873,4346,42745,5
ORD04129,2021-03-08 03:30:40,194873,4346,90038,2
ORD04129,2021-03-08 03:30:40,194873,4346,70713,10
ORD04130,2022-01-18 12:49:51,6530319,2149,54262,5
ORD04131,2020-09-03 07:26:15,422707,4950,50764,2
ORD04131,2020-09-03 07:26:15,422707,4950,18110,10
ORD04131,2020-09-03 07:26:15,422707,4950,11802,1
ORD04131,2020-09-03 07:26:15,422707,4950,90038,5
ORD04131,2020-09-03 07:26:15,422707,4950,80313,10
ORD04132,2024-07-10 11:14:37,511852,2149,20965,1
ORD04132,2024-07-10 11:14:37,511852,2149,58984,8
ORD04132,2024-07-10 11:14:37,511852,2149,50764,7
ORD04132,2024-07-10 11:14:37,511852,2149,28711,8
ORD04133,2022-01-19 15:21:35,561255,4346,39299,1
ORD04133,2022-01-19 15:21:35,561255,4346,93104,10
ORD04133,2022-01-19 15:21:35,561255,4346,14499,3
ORD04133,2022-01-19 15:21:35,561255,4346,75733,4
ORD04133,2022-01-19 15:21:35,561255,4346,75733,5
ORD04133,2022-01-19 15:21:35,561255,4346,62921,1
ORD04134,2024-07-31 19:29:17,6531520,2149,50764,3
ORD04134,2024-07-31 19:29:17,6531520,2149,64045,9
ORD04134,2024-07-31 19:29:17,6531520,2149,64045,7
ORD04134,2024-07-31 19:29:17,6531520,2149,39855,5
ORD04135,2019-01-31 02:18:58,194364,2149,45920,8
ORD04135,2019-01-31 02:18:58,194364,2149,45222,7
ORD04135,2019-01-31 02:18:58,194364,2149,33483,2
ORD04135,2019-01-31 02:18:58,194364,2149,65766,7
ORD04136,2017-06-06 06:03:39,6530319,7859,90038,6
ORD04136,2017-06-06 06:03:39,6530319,7859,19692,3
ORD04137,2024-10-18 01:14:48,30488,2149,54262,7
ORD04137,2024-10-18 01:14:48,30488,2149,16910,5
ORD04137,2024-10-18 01:14:48,30488,2149,11802,9
ORD04137,2024-10-18 01:14:48,30488,2149,39855,2
ORD04138,2015-12-25 21:55:28,203096,4950,42745,2
ORD04138,2015-12-25 21:55:28,203096,4950,86213,4
ORD04138,2015-12-25 21:55:28,203096,4950,86820,2
ORD04139,2017-09-10 09:17:40,53980,4950,76557,10
ORD04139,2017-09-10 09:17:40,53980,4950,20965,5
ORD04139,2017-09-10 09:17:40,53980,4950,39855,6
ORD04139,2017-09-10 09:17:40,53980,4950,82082,9
ORD04140,2019-03-11 14:13:52,6531520,2149,65766,2
ORD04140,2019-03-11 14:13:52,6531520,2149,88069,3
ORD04140,2019-03-11 14:13:52,6531520,2149,42745,8
ORD04140,2019-03-11 14:13:52,6531520,2149,50764,9
ORD04141,2021-06-23 15:10:10,54481,4346,32299,8
ORD04141,2021-06-23 15:10:10,54481,4346,12869,5
ORD04141,2021-06-23 15:10:10,54481,4346,32299,1
ORD04141,2021-06-23 15:10:10,54481,4346,62921,4
ORD04141,2021-06-23 15:10:10,54481,4346,13748,3
ORD04142,2022-05-29 21:23:39,6530104,2149,18571,5
ORD04142,2022-05-29 21:23:39,6530104,2149,54131,10
ORD04142,2022-05-29 21:23:39,6530104,2149,76557,5
ORD04142,2022-05-29 21:23:39,6530104,2149,29830,9
ORD04142,2022-05-29 21:23:39,6530104,2149,43159,8
ORD04143,2018-10-20 10:02:30,104468,4346,60015,8
ORD04143,2018-10-20 10:02:30,104468,4346,35658,10
ORD04143,2018-10-20 10:02:30,104468,4346,92798,5
ORD04143,2018-10-20 10:02:30,104468,4346,32299,7
ORD04143,2018-10-20 10:02:30,104468,4346,83969,7
ORD04143,2018-10-20 10:02:30,104468,4346,22688,5
ORD04144,2022-01-25 01:32:26,30488,4346,12869,8
ORD04144,2022-01-25 01:32:26,30488,4346,54131,8
ORD04144,2022-01-25 01:32:26,30488,4346,42745,2
ORD04144,2022-01-25 01:32:26,30488,4346,12695,1
ORD04144,2022-01-25 01:32:26,30488,4346,22688,4
ORD04145,2021-10-05 10:13:47,561255,7859,93763,3
ORD04145,2021-10-05 10:13:47,561255,7859,20729,6
ORD04146,2022-10-06 15:47:11,104708,2149,90356,7
ORD04146,2022-10-06 15:47:11,104708,2149,16910,5
ORD04147,2017-08-20 07:16:11,202926,4950,64045,6
ORD04148,2016-09-10 04:37:14,6532123,7859,36736,9
ORD04148,2016-09-10 04:37:14,6532123,7859,39299,6
ORD04148,2016-09-10 04:37:14,6532123,7859,46631,6
ORD04148,2016-09-10 04:37:14,6532123,7859,28711,4
ORD04148,2016-09-10 04:37:14,6532123,7859,86820,1
ORD04148,2016-09-10 04:37:14,6532123,7859,86820,7
ORD04149,2021-03-02 21:59:58,6531444,4346,32299,8
ORD04149,2021-03-02 21:59:58,6531444,4346,97054,4
ORD04149,2021-03-02 21:59:58,6531444,4346,93104,1
ORD04149,2021-03-02 21:59:58,6531444,4346,42745,9
ORD04149,2021-03-02 21:59:58,6531444,4346,80313,9
ORD04149,2021-03-02 21:59:58,6531444,4346,76557,8
ORD04150,2016-11-30 05:04:35,54609,7859,58984,9
ORD04150,2016-11-30 05:04:35,54609,7859,80313,7
ORD04150,2016-11-30 05:04:35,54609,7859,42606,5
ORD04151,2021-05-25 12:19:59,30488,4950,13748,7
ORD04151,2021-05-25 12:19:59,30488,4950,76803,7
ORD04151,2021-05-25 12:19:59,30488,4950,54262,5
ORD04151,2021-05-25 12:19:59,30488,4950,13561,6
ORD04152,2021-04-12 08:10:31,202762,2149,42606,8
ORD04152,2021-04-12 08:10:31,202762,2149,18571,9
ORD04152,2021-04-12 08:10:31,202762,2149,83744,9
ORD04152,2021-04-12 08:10:31,202762,2149,11802,3
ORD04152,2021-04-12 08:10:31,202762,2149,44766,7
ORD04153,2021-08-28 22:48:12,512228,4346,93763,5
ORD04154,2015-10-17 15:24:50,203096,4950,58925,4
ORD04154,2015-10-17 15:24:50,203096,4950,76803,1
ORD04155,2019-11-21 13:16:11,6531444,7859,14499,3
ORD04155,2019-11-21 13:16:11,6531444,7859,64045,5
ORD04155,2019-11-21 13:16:11,6531444,7859,28711,5
ORD04155,2019-11-21 13:16:11,6531444,7859,13561,10
ORD04155,2019-11-21 13:16:11,6531444,7859,45222,6
ORD04155,2019-11-21 13:16:11,6531444,7859,12200,8
ORD04156,2017-02-02 23:38:31,104539,7859,16910,7
ORD04156,2017-02-02 23:38:31,104539,7859,80313,9
ORD04157,2021-12-01 02:48:08,194873,7859,12693,3
ORD04157,2021-12-01 02:48:08,194873,7859,18571,6
ORD04158,2018-04-22 06:30:11,6190179,4950,58925,10
ORD04159,2021-05-08 22:02:34,53975,4950,42745,3
ORD04159,2021-05-08 22:02:34,53975,4950,39855,5
ORD04159,2021-05-08 22:02:34,53975,4950,92798,9
ORD04159,2021-05-08 22:02:34,53975,4950,58925,1
ORD04159,2021-05-08 22:02:34,53975,4950,22688,9
ORD04159,2021-05-08 22:02:34,53975,4950,93104,2
ORD04160,2017-09-14 04:35:54,54157,4950,42745,8
ORD04160,2017-09-14 04:35:54,54157,4950,20965,2
ORD04160,2017-09-14 04:35:54,54157,4950,52107,5
ORD04160,2017-09-14 04:35:54,54157,4950,32399,8
ORD04160,2017-09-14 04:35:54,54157,4950,45222,3
ORD04160,2017-09-14 04:35:54,54157,4950,50764,6
ORD04161,2019-11-08 04:29:00,53980,7859,50764,8
ORD04161,2019-11-08 04:29:00,53980,7859,60015,9
ORD04161,2019-11-08 04:29:00,53980,7859,58925,5
ORD04161,2019-11-08 04:29:00,53980,7859,64384,4
ORD04161,2019-11-08 04:29:00,53980,7859,80313,2
ORD04161,2019-11-08 04:29:00,53980,7859,39299,4
ORD04162,2022-09-16 10:36:13,54157,2149,12695,8
ORD04162,2022-09-16 10:36:13,54157,2149,76803,7
ORD04162,2022-09-16 10:36:13,54157,2149,12200,3
ORD04162,2022-09-16 10:36:13,54157,2149,76235,2
ORD04162,2022-09-16 10:36:13,54157,2149,52107,1
ORD04162,2022-09-16 10:36:13,54157,2149,13748,2
ORD04163,2023-02-01 05:44:49,54481,4346,12200,7
ORD04163,2023-02-01 05:44:49,54481,4346,65680,5
ORD04163,2023-02-01 05:44:49,54481,4346,28711,8
ORD04163,2023-02-01 05:44:49,54481,4346,76557,10
ORD04163,2023-02-01 05:44:49,54481,4346,16655,10
ORD04163,2023-02-01 05:44:49,54481,4346,60015,7
ORD04164,2020-10-29 10:51:42,350095,2149,11802,10
ORD04164,2020-10-29 10:51:42,350095,2149,99789,7
ORD04165,2018-09-07 16:14:15,6531444,4346,12869,2
ORD04165,2018-09-07 16:14:15,6531444,4346,13748,3
ORD04165,2018-09-07 16:14:15,6531444,4346,64384,2
ORD04165,2018-09-07 16:14:15,6531444,4346,16655,9
ORD04165,2018-09-07 16:14:15,6531444,4346,69735,2
ORD04165,2018-09-07 16:14:15,6531444,4346,58984,9
ORD04166,2019-03-22 17:30:49,104708,7859,19692,4
ORD04166,2019-03-22 17:30:49,104708,7859,58984,5
ORD04166,2019-03-22 17:30:49,104708,7859,42606,9
ORD04166,2019-03-22 17:30:49,104708,7859,75733,9
ORD04166,2019-03-22 17:30:49,104708,7859,75318,8
ORD04166,2019-03-22 17:30:49,104708,7859,86213,5
ORD04167,2016-05-24 02:42:49,293006,4950,20729,9
ORD04167,2016-05-24 02:42:49,293006,4950,13748,7
ORD04167,2016-05-24 02:42:49,293006,4950,99912,2
ORD04167,2016-05-24 02:42:49,293006,4950,12200,3
ORD04167,2016-05-24 02:42:49,293006,4950,12693,8
ORD04167,2016-05-24 02:42:49,293006,4950,76235,8
ORD04168,2020-11-02 18:48:12,54371,2149,54131,4
ORD04168,2020-11-02 18:48:12,54371,2149,45920,2
ORD04168,2020-11-02 18:48:12,54371,2149,16102,4
ORD04169,2017-02-26 01:18:28,512269,4950,36736,7
ORD04170,2018-07-16 14:36:26,6293831,4950,35658,7
ORD04171,2022-03-25 05:58:43,54628,4346,32399,1
ORD04171,2022-03-25 05:58:43,54628,4346,82082,6
ORD04172,2020-04-19 19:05:50,6531444,7859,16776,3
ORD04172,2020-04-19 19:05:50,6531444,7859,16102,9
ORD04173,2020-01-31 06:20:43,6291625,4950,28711,7
ORD04173,2020-01-31 06:20:43,6291625,4950,83969,5
ORD04173,2020-01-31 06:20:43,6291625,4950,18571,1
ORD04173,2020-01-31 06:20:43,6291625,4950,76557,9
ORD04174,2020-12-01 21:05:19,6190687,2149,33483,3
ORD04174,2020-12-01 21:05:19,6190687,2149,16776,10
ORD04174,2020-12-01 21:05:19,6190687,2149,20729,5
ORD04174,2020-12-01 21:05:19,6190687,2149,90038,5
ORD04174,2020-12-01 21:05:19,6190687,2149,75733,4
ORD04175,2021-08-15 07:14:52,512228,2149,70713,3
ORD04175,2021-08-15 07:14:52,512228,2149,13748,10
ORD04176,2018-11-22 08:43:25,6293831,4950,90356,9
ORD04176,2018-11-22 08:43:25,6293831,4950,80313,4
ORD04176,2018-11-22 08:43:25,6293831,4950,93104,6
ORD04176,2018-11-22 08:43:25,6293831,4950,44766,8
ORD04177,2017-05-23 22:32:20,6190687,4346,18392,9
ORD04177,2017-05-23 22:32:20,6190687,4346,76235,6
ORD04177,2017-05-23 22:32:20,6190687,4346,54131,4
ORD04177,2017-05-23 22:32:20,6190687,4346,52107,7
ORD04178,2024-11-21 05:42:50,51215,2149,90038,1
ORD04179,2018-11-11 02:54:55,203096,7859,50764,9
ORD04179,2018-11-11 02:54:55,203096,7859,45920,6
ORD04179,2018-11-11 02:54:55,203096,7859,54262,1
ORD04180,2021-12-05 17:13:16,53975,2149,28711,3
ORD04180,2021-12-05 17:13:16,53975,2149,64045,6
ORD04180,2021-12-05 17:13:16,53975,2149,90038,10
ORD04180,2021-12-05 17:13:16,53975,2149,65680,8
ORD04180,2021-12-05 17:13:16,53975,2149,18392,8
ORD04181,2021-11-30 18:40:01,54371,7859,64045,3
ORD04182,2019-06-30 21:01:21,104468,4950,82082,1
ORD04183,2020-09-06 08:40:10,6293445,7859,16102,7
ORD04183,2020-09-06 08:40:10,6293445,7859,20729,4
ORD04183,2020-09-06 08:40:10,6293445,7859,65766,10
ORD04183,2020-09-06 08:40:10,6293445,7859,54064,1
ORD04183,2020-09-06 08:40:10,6293445,7859,16910,3
ORD04183,2020-09-06 08:40:10,6293445,7859,60993,5
ORD04184,2018-02-09 15:17:46,6531444,4950,12869,2
ORD04184,2018-02-09 15:17:46,6531444,4950,80313,8
ORD04184,2018-02-09 15:17:46,6531444,4950,44766,8
ORD04184,2018-02-09 15:17:46,6531444,4950,92798,5
ORD04184,2018-02-09 15:17:46,6531444,4950,46212,2
ORD04185,2019-12-12 22:29:07,104468,2149,90356,9
ORD04185,2019-12-12 22:29:07,104468,2149,18392,1
ORD04185,2019-12-12 22:29:07,104468,2149,20729,7
ORD04185,2019-12-12 22:29:07,104468,2149,46631,8
ORD04185,2019-12-12 22:29:07,104468,2149,42606,7
ORD04186,2020-10-21 05:13:54,930024,7859,16776,10
ORD04186,2020-10-21 05:13:54,930024,7859,46212,3
ORD04186,2020-10-21 05:13:54,930024,7859,48467,1
ORD04186,2020-10-21 05:13:54,930024,7859,19692,8
ORD04187,2021-07-07 17:51:25,202762,7859,64384,4
ORD04187,2021-07-07 17:51:25,202762,7859,28711,10
ORD04187,2021-07-07 17:51:25,202762,7859,48467,4
ORD04188,2020-10-30 10:36:07,6190179,4346,45920,8
ORD04188,2020-10-30 10:36:07,6190179,4346,43827,4
ORD04189,2018-05-21 07:42:41,291459,4950,65680,10
ORD04189,2018-05-21 07:42:41,291459,4950,14499,8
ORD04189,2018-05-21 07:42:41,291459,4950,18392,5
ORD04190,2020-04-15 16:54:07,934643,4950,29830,9
ORD04190,2020-04-15 16:54:07,934643,4950,90356,3
ORD04190,2020-04-15 16:54:07,934643,4950,60993,10
ORD04190,2020-04-15 16:54:07,934643,4950,33483,6
ORD04190,2020-04-15 16:54:07,934643,4950,48467,6
ORD04191,2021-05-12 06:54:04,104539,4950,88069,1
ORD04191,2021-05-12 06:54:04,104539,4950,86820,6
ORD04191,2021-05-12 06:54:04,104539,4950,76557,3
ORD04191,2021-05-12 06:54:04,104539,4950,80313,2
ORD04191,2021-05-12 06:54:04,104539,4950,99912,7
ORD04192,2020-06-29 12:24:15,512471,7859,90038,3
ORD04192,2020-06-29 12:24:15,512471,7859,82082,6
ORD04192,2020-06-29 12:24:15,512471,7859,64045,10
ORD04193,2021-10-12 20:59:58,6291625,2149,54131,2
ORD04193,2021-10-12 20:59:58,6291625,2149,48467,10
ORD04193,2021-10-12 20:59:58,6291625,2149,45222,6
ORD04193,2021-10-12 20:59:58,6291625,2149,90356,1
ORD04193,2021-10-12 20:59:58,6291625,2149,32299,10
ORD04194,2020-12-06 21:07:30,6530319,7859,90038,2
ORD04194,2020-12-06 21:07:30,6530319,7859,18392,5
ORD04194,2020-12-06 21:07:30,6530319,7859,76803,4
ORD04195,2019-12-20 02:40:41,6190687,4950,62921,9
ORD04195,2019-12-20 02:40:41,6190687,4950,52107,5
ORD04196,2021-04-20 01:55:49,512228,4346,36309,1
ORD04196,2021-04-20 01:55:49,512228,4346,97054,3
ORD04196,2021-04-20 01:55:49,512228,4346,65766,3
ORD04196,2021-04-20 01:55:49,512228,4346,20729,8
ORD04196,2021-04-20 01:55:49,512228,4346,18110,1
ORD04196,2021-04-20 01:55:49,512228,4346,99789,3
ORD04197,2020-03-26 20:51:33,6532123,4950,76803,10
ORD04197,2020-03-26 20:51:33,6532123,4950,75733,7
ORD04197,2020-03-26 20:51:33,6532123,4950,83744,2
ORD04198,2020-03-12 07:36:02,6190176,7859,54131,6
ORD04198,2020-03-12 07:36:02,6190176,7859,46631,7
ORD04198,2020-03-12 07:36:02,6190176,7859,13748,8
ORD04199,2020-08-15 11:59:31,512408,4950,45222,10
ORD04199,2020-08-15 11:59:31,512408,4950,50764,3
ORD04199,2020-08-15 11:59:31,512408,4950,16910,10
ORD04199,2020-08-15 11:59:31,512408,4950,45920,4
ORD04199,2020-08-15 11:59:31,512408,4950,12869,4
ORD04199,2020-08-15 11:59:31,512408,4950,93763,9
ORD04200,2021-02-08 20:06:07,194364,7859,64384,5
ORD04200,2021-02-08 20:06:07,194364,7859,90038,9
ORD04200,2021-02-08 20:06:07,194364,7859,60015,6
ORD04200,2021-02-08 20:06:07,194364,7859,32299,4
ORD04200,2021-02-08 20:06:07,194364,7859,65680,5
ORD04200,2021-02-08 20:06:07,194364,7859,64384,3
ORD04201,2018-11-03 17:25:05,934643,4950,83969,7
ORD04201,2018-11-03 17:25:05,934643,4950,54131,9
ORD04201,2018-11-03 17:25:05,934643,4950,39855,10
ORD04201,2018-11-03 17:25:05,934643,4950,42745,7
ORD04201,2018-11-03 17:25:05,934643,4950,76803,8
ORD04202,2017-02-10 20:42:18,194364,7859,16776,5
ORD04202,2017-02-10 20:42:18,194364,7859,70713,2
ORD04202,2017-02-10 20:42:18,194364,7859,39855,1
ORD04202,2017-02-10 20:42:18,194364,7859,97054,9
ORD04203,2017-12-03 19:27:20,104272,4346,45920,8
ORD04203,2017-12-03 19:27:20,104272,4346,28711,4
ORD04203,2017-12-03 19:27:20,104272,4346,20965,7
ORD04203,2017-12-03 19:27:20,104272,4346,44766,6
